"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"D1"	"D2"	"D3"	"D4"	"D5"	"D6"	"D7"	"D8"	"D9"	"D10"	"E1"	"E2"	"E3"	"E4"	"E5"	"E6"	"E7"	"E8"	"E9"	"E10"	"F1"	"F2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"H10"	"I1"	"I2"	"I3"	"I4"	"I5"	"I6"	"I7"	"I8"	"I9"	"I10"	"J1"	"J2"	"J3"	"J4"	"J5"	"J6"	"J7"	"J8"	"J9"	"J10"	"K1"	"K2"	"K3"	"K4"	"K5"	"K6"	"K7"	"K8"	"K9"	"K10"	"L1"	"L2"	"L3"	"L4"	"L5"	"L6"	"L7"	"L8"	"L9"	"L10"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"M10"	"N1"	"N2"	"N3"	"N4"	"N5"	"N6"	"N7"	"N8"	"N9"	"N10"	"O1"	"O2"	"O3"	"O4"	"O5"	"O6"	"O7"	"O8"	"O9"	"O10"	"P1"	"P2"	"P3"	"P4"	"P5"	"P6"	"P7"	"P8"	"P9"	"P10"	"age"	"gender"	"accuracy"	"country"	"source"	"elapsed"
4	3	2	4	3	4	4	3	3	2	4	3	5	5	3	4	5	3	4	2	4	1	3	3	5	3	3	4	2	3	2	2	2	3	3	3	4	3	3	3	1	3	3	1	2	4	1	4	2	2	4	2	2	2	3	1	3	2	2	3	5	2	4	3	2	1	3	2	3	4	2	4	4	3	4	3	3	0	4	2	2	1	3	2	4	3	3	4	2	3	3	4	3	4	5	4	5	4	3	3	2	5	5	4	4	3	5	2	1	2	3	2	4	2	2	1	4	3	2	2	2	3	4	4	4	4	4	4	1	1	1	1	1	4	4	5	4	4	4	5	2	3	1	3	2	4	3	3	1	2	1	3	2	2	1	2	2	2	3	2	4	4	4	22	2	100	US	2	672
5	5	5	3	5	4	4	3	2	3	4	4	5	5	5	5	5	5	2	1	2	1	1	5	5	4	5	4	2	1	1	1	1	5	5	4	5	5	4	1	1	2	2	3	3	5	5	4	3	1	3	1	1	3	4	5	5	5	2	3	4	2	4	4	3	5	4	4	2	1	2	2	3	4	5	2	1	2	3	1	2	1	2	2	3	3	2	3	1	4	4	4	4	3	5	4	3	3	2	3	5	1	1	3	2	2	4	2	3	3	2	2	3	2	1	1	3	3	4	2	4	4	5	5	5	5	3	4	1	1	1	1	1	1	3	4	3	5	4	5	5	4	2	3	3	4	4	5	4	3	4	4	4	2	2	3	3	2	4	3	4	5	3	22	1	87	US	6	650
5	5	5	5	5	5	4	3	1	1	4	5	5	5	5	4	5	5	3	1	1	1	1	5	5	5	5	5	1	1	1	1	1	5	5	5	5	5	5	1	2	2	1	3	5	2	4	5	1	3	3	1	2	5	5	3	5	3	1	1	1	1	2	5	5	5	5	5	1	1	1	2	2	5	5	5	4	2	3	1	1	1	1	3	3	4	2	2	1	3	4	4	5	2	1	2	1	3	3	3	5	5	5	3	1	2	3	3	3	3	1	3	4	2	1	1	4	3	1	1	2	5	5	5	5	5	5	4	1	1	1	2	1	2	4	3	1	4	3	3	5	5	2	4	5	4	5	5	4	5	1	2	1	1	1	1	2	1	1	2	5	3	4	24	2	70	US	2	549
4	3	4	4	4	4	1	4	3	2	4	3	5	5	4	4	5	5	3	2	3	1	1	4	4	3	4	3	2	2	2	1	2	3	3	2	4	4	3	3	1	3	2	1	3	1	3	3	1	3	3	2	2	3	3	1	3	4	3	5	2	3	5	3	5	3	2	2	3	3	3	3	4	5	2	5	3	4	5	3	3	3	3	4	5	3	3	3	1	3	3	4	3	2	5	2	4	3	3	3	4	1	1	3	5	4	4	3	3	4	3	2	3	5	3	2	4	4	4	3	2	3	4	3	5	4	5	4	1	1	2	1	3	4	5	5	4	4	3	4	3	3	2	4	3	4	4	4	2	3	4	3	4	1	1	3	4	2	2	3	4	4	4	29	2	85	US	1	507
2	4	3	3	2	2	4	4	4	2	4	5	5	5	4	5	4	4	2	2	3	1	1	4	4	4	4	3	4	1	2	1	2	5	4	5	4	5	5	2	5	1	1	2	3	3	4	4	3	3	2	2	5	5	2	1	1	1	5	5	2	5	4	0	2	4	4	5	2	2	2	1	2	5	4	4	4	2	3	4	4	4	4	4	4	3	2	2	1	3	3	4	4	5	5	3	3	4	5	4	1	2	1	2	5	1	2	2	2	4	3	4	0	2	2	3	4	3	2	2	2	4	5	2	4	4	4	4	1	1	1	1	2	2	5	4	4	4	4	4	3	4	2	5	2	2	5	4	3	3	4	4	4	4	4	4	4	2	5	3	3	3	3	18	1	85	US	2	703
5	5	5	5	4	4	5	2	2	1	5	3	5	5	3	4	4	4	3	2	3	1	1	2	4	3	3	2	4	3	2	2	1	1	2	4	3	3	4	3	2	3	2	2	3	5	3	5	1	1	3	1	1	3	4	1	4	4	2	2	2	2	3	4	3	4	4	4	2	2	3	3	3	5	5	5	2	5	5	3	2	1	1	1	3	1	2	2	1	4	4	4	4	4	4	4	4	4	3	4	3	2	1	3	1	3	1	4	4	5	2	5	4	3	3	4	5	4	4	2	1	2	4	5	4	5	3	3	1	1	2	2	1	2	3	4	4	4	5	3	4	4	1	3	4	4	4	3	2	2	2	2	3	3	3	1	3	2	2	1	2	4	5	22	2	99	US	4	520
5	5	5	5	3	4	4	3	1	1	2	3	5	5	4	3	5	5	5	3	5	1	2	2	2	1	1	1	5	4	4	3	4	3	2	1	5	3	1	3	2	3	5	1	1	5	1	5	1	1	5	2	3	1	4	1	4	4	1	2	4	2	4	2	1	1	1	2	4	4	2	5	5	5	5	5	1	5	5	1	4	1	4	4	4	5	5	5	1	1	2	5	5	5	5	5	5	3	4	1	1	1	1	3	5	4	5	5	3	2	5	3	2	5	5	5	5	5	4	4	1	1	1	5	2	4	1	1	0	1	1	1	1	4	5	5	5	5	5	5	4	2	4	5	1	1	3	3	5	5	5	4	4	5	4	4	2	4	3	1	1	4	4	16	2	80	US	1	426
5	5	5	5	5	5	5	2	1	1	5	4	5	5	5	4	5	5	2	2	1	2	1	5	5	4	5	4	1	1	1	1	1	4	5	5	5	5	4	1	1	2	1	3	4	5	4	5	3	1	1	5	1	5	5	5	5	5	1	1	3	1	4	5	5	5	5	5	1	5	2	2	3	2	5	2	1	1	3	4	4	1	1	1	2	2	1	2	1	5	5	5	5	2	3	4	4	2	1	4	4	2	2	2	2	2	1	2	4	4	4	4	5	2	1	1	2	4	1	1	2	4	5	3	5	5	5	4	2	2	1	1	1	1	2	4	3	4	4	4	5	5	4	4	4	5	5	5	4	4	2	5	2	1	1	2	3	1	1	2	4	5	5	26	1	95	US	1	617
1	2	2	4	1	1	2	3	3	2	5	5	4	5	5	5	5	4	2	3	3	1	1	2	2	3	2	2	3	2	4	2	2	4	4	4	4	4	0	4	1	2	1	1	1	3	1	2	1	2	5	3	3	3	3	1	1	1	5	3	5	5	2	1	1	1	1	2	5	5	2	5	4	5	5	4	2	2	2	4	4	1	3	4	4	5	5	3	2	2	2	2	3	4	5	5	5	5	3	1	2	1	1	3	5	3	2	1	3	2	4	3	4	3	4	1	4	4	2	1	5	4	2	3	5	5	5	4	2	2	2	1	2	4	5	4	4	4	3	5	3	2	1	3	2	4	3	2	2	2	2	2	4	5	1	4	4	2	4	3	2	3	2	14	2	77	US	1	663
4	4	3	4	4	4	4	2	2	2	4	4	2	4	4	4	4	4	2	2	2	1	1	1	4	4	4	4	1	2	1	1	2	4	3	4	4	4	4	2	3	2	2	3	5	4	3	4	2	2	2	1	1	2	3	1	2	2	4	3	4	2	4	4	4	4	4	4	2	1	2	2	2	5	4	4	2	4	4	1	2	1	2	2	2	2	2	2	1	4	4	3	3	2	3	3	3	3	2	2	2	3	3	2	2	2	2	2	4	4	2	3	4	2	2	2	3	4	2	2	2	3	4	5	3	4	4	4	1	2	1	2	2	2	2	3	2	4	3	4	4	4	2	3	2	3	3	3	4	4	3	5	4	4	2	2	3	2	2	2	4	4	4	29	1	80	NZ	5	639
5	4	5	5	5	5	4	1	1	1	5	2	4	5	4	4	4	4	3	3	2	3	4	2	4	4	4	4	3	3	2	3	3	4	4	4	3	4	4	3	1	2	2	1	1	4	2	4	1	2	1	2	4	2	3	2	5	2	1	4	4	1	3	3	2	4	4	4	4	3	2	1	3	4	4	3	3	4	4	1	2	1	1	2	4	1	1	1	1	4	4	4	4	1	5	3	5	4	1	4	1	1	1	1	3	2	2	2	5	5	4	5	5	4	3	4	3	4	3	3	2	2	4	5	4	5	4	5	2	1	2	4	1	2	4	5	3	1	4	5	2	5	2	2	1	3	2	2	4	4	4	4	5	3	4	3	2	4	1	2	4	4	4	63	2	80	US	6	705
5	5	5	5	4	4	4	4	1	1	4	3	5	4	2	5	3	2	2	4	3	1	1	2	1	3	2	1	5	5	5	5	5	4	5	2	4	4	4	3	1	2	2	3	5	5	5	5	4	1	1	2	1	2	4	3	4	5	2	4	5	3	5	4	4	5	3	4	4	4	1	4	2	5	4	5	1	5	5	1	2	1	2	2	5	2	2	5	2	4	5	4	3	5	4	5	5	4	2	4	2	1	1	4	2	2	5	3	5	1	4	2	4	5	4	2	5	5	5	5	1	1	2	5	5	5	4	5	1	1	1	1	3	1	1	4	2	1	4	3	5	4	3	5	2	4	4	2	4	3	5	4	4	1	2	5	4	2	5	3	4	5	5	15	2	98	US	6	902
4	3	3	0	4	4	4	4	2	2	4	4	5	5	4	3	4	4	2	2	2	1	1	3	5	4	4	4	2	3	2	2	1	5	4	3	4	5	3	1	2	2	1	3	3	2	1	4	2	2	2	2	2	3	4	2	4	3	2	3	4	2	2	4	3	3	3	3	3	3	2	4	3	5	4	5	3	4	4	1	2	1	2	2	3	2	2	3	3	3	3	4	3	2	4	3	3	4	2	4	4	3	2	3	3	3	2	2	3	3	2	3	3	2	1	2	3	1	3	2	4	3	4	5	5	5	4	3	3	2	2	2	2	3	3	4	4	4	4	5	3	4	2	4	4	5	5	4	1	2	1	1	2	2	3	2	3	1	2	2	3	4	3	50	2	95	US	2	616
5	4	4	4	5	5	5	2	1	2	4	5	5	5	5	4	4	4	1	4	1	1	2	1	5	4	2	2	2	2	1	5	1	5	5	5	4	5	4	1	1	1	4	5	4	5	5	4	4	4	1	2	2	5	4	5	4	4	4	4	2	2	4	5	4	2	4	5	1	2	2	4	1	5	5	5	2	2	4	1	1	1	2	2	5	2	4	4	4	2	2	2	4	4	4	4	3	4	2	5	4	3	4	5	5	1	4	5	2	2	5	4	4	4	2	1	4	4	2	4	4	2	5	5	5	5	5	5	1	5	1	2	2	4	5	5	4	4	4	5	5	5	2	5	4	5	5	5	2	5	4	1	5	4	4	5	4	1	4	4	2	5	5	19	2	90	PH	1	917
4	4	4	4	4	4	5	3	2	1	4	3	4	5	4	5	3	4	5	3	3	1	1	2	2	2	3	1	4	4	3	3	3	3	3	4	4	4	4	2	1	2	3	1	2	3	1	3	4	2	2	2	3	3	4	1	4	2	4	3	2	3	4	3	2	1	2	2	5	3	2	5	2	5	5	5	2	1	4	4	3	1	2	4	2	4	3	3	1	3	3	4	4	4	5	5	5	4	4	4	2	1	1	5	5	4	5	5	1	1	1	1	1	2	4	5	5	4	1	3	1	2	2	5	4	5	3	4	1	2	1	1	2	3	4	5	5	5	4	5	2	2	1	4	2	4	2	4	2	2	4	4	4	5	5	4	4	3	4	1	1	2	2	14	2	95	US	1	597
3	2	3	4	3	3	3	4	2	2	3	4	4	4	4	4	4	4	3	2	3	2	1	1	3	3	3	2	3	4	3	3	3	4	3	4	4	4	4	3	2	3	3	3	3	5	3	4	2	1	3	2	3	2	3	2	2	2	3	3	5	3	3	2	3	2	2	2	4	2	3	4	3	5	4	5	2	4	3	3	2	1	2	4	4	3	3	4	2	3	4	3	2	4	5	4	4	4	4	4	3	2	2	2	4	3	4	3	3	3	2	3	2	4	3	3	5	5	4	4	1	3	2	5	4	4	3	3	2	2	2	2	2	4	4	4	4	4	4	5	3	2	2	4	2	4	4	4	2	1	2	1	4	4	4	2	4	3	3	3	2	2	2	25	2	80	US	2	753
4	4	4	4	4	4	5	0	2	2	4	3	4	4	5	4	4	4	4	2	2	2	1	4	5	4	4	4	1	2	1	1	1	4	3	4	4	4	4	2	2	2	1	3	3	4	3	4	2	2	2	2	3	4	5	5	5	5	1	1	1	1	1	4	3	3	4	4	2	2	3	2	3	3	4	3	2	3	3	2	4	2	2	1	2	2	2	2	1	4	4	5	4	2	2	2	4	2	2	2	5	3	3	2	2	2	2	2	4	0	3	4	4	2	1	2	3	2	2	2	2	4	5	3	5	4	4	3	2	1	2	2	2	2	2	3	3	4	3	4	5	5	2	4	4	4	3	4	2	2	2	2	2	1	1	2	2	1	2	2	4	5	4	24	1	90	US	1	507
2	5	5	2	5	5	5	5	3	3	5	5	5	5	5	4	5	5	5	2	5	1	1	2	1	3	3	3	3	4	5	3	5	2	1	5	5	5	4	5	4	5	5	1	1	5	1	5	1	1	5	1	5	5	5	1	5	5	1	1	4	1	1	3	2	1	3	5	5	4	1	5	5	5	5	5	5	5	5	3	1	1	5	1	1	5	1	1	1	5	5	5	5	5	5	5	5	4	5	3	3	1	1	2	4	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	1	5	2	5	5	5	4	1	1	1	1	1	3	5	5	5	5	5	5	5	2	2	1	5	5	5	5	5	4	1	1	1	1	4	5	1	1	3	4	1	5	5	5	19	1	100	US	2	679
4	1	4	4	3	5	4	3	2	2	5	5	5	5	5	5	4	5	1	4	4	2	4	1	1	4	2	1	1	5	5	4	4	5	5	5	5	5	5	4	1	4	1	1	1	2	1	4	1	4	5	2	5	2	3	3	3	1	3	4	5	3	5	1	1	1	1	2	5	5	5	5	5	5	3	5	3	1	5	2	1	4	4	5	5	5	5	5	5	1	2	1	1	5	4	4	4	5	4	1	1	1	1	5	5	5	5	5	1	1	4	1	4	5	5	4	5	5	4	2	1	2	5	4	4	5	5	3	1	1	1	1	2	5	5	5	5	5	5	5	1	1	1	5	5	5	5	5	2	2	1	1	2	2	3	5	5	1	5	4	1	4	1	18	1	90	PH	1	638
2	4	4	4	3	3	4	2	2	2	3	3	5	4	4	4	4	4	4	4	5	4	4	3	4	4	4	4	4	3	1	4	2	4	4	5	4	3	5	3	2	4	1	1	4	4	4	4	3	3	2	2	1	4	4	2	5	4	4	3	1	1	4	3	2	4	2	4	5	4	5	5	4	4	5	3	1	2	4	2	4	2	5	2	4	4	1	2	1	3	4	5	4	3	5	4	4	2	3	3	2	3	4	4	4	5	3	3	5	4	4	4	4	5	3	5	4	4	4	2	4	4	4	5	5	5	3	3	4	5	4	3	2	3	4	2	4	2	1	2	4	3	2	4	3	3	4	4	4	2	4	3	2	4	4	3	4	3	4	1	4	5	3	18	1	80	IN	2	1136
2	1	1	1	1	3	1	4	4	4	2	4	4	0	4	4	4	4	2	2	4	4	2	3	4	2	4	4	2	2	2	2	2	4	2	2	4	4	2	3	2	2	2	1	1	2	1	2	1	4	4	2	4	4	4	4	4	4	3	2	4	2	4	4	1	2	2	1	4	2	4	4	3	2	3	2	2	1	1	2	4	2	4	4	4	4	4	2	3	2	2	2	4	2	3	3	3	3	3	2	4	4	2	4	4	4	4	4	1	1	1	1	4	2	2	2	4	4	2	2	2	2	4	4	3	4	3	2	3	3	2	2	3	4	4	4	4	4	4	4	2	3	4	4	4	4	4	4	2	2	1	2	4	2	2	4	4	2	4	4	4	4	2	18	1	87	US	2	822
3	3	4	4	3	1	4	4	1	2	4	4	5	5	4	2	2	4	4	4	4	2	1	5	2	3	2	1	5	5	5	4	3	2	4	4	2	2	2	4	2	4	4	3	3	4	4	4	5	4	4	2	2	3	4	5	4	3	3	4	4	2	5	2	2	2	3	2	5	5	4	5	5	4	4	3	5	2	3	2	3	1	1	2	5	4	2	5	2	4	4	4	3	5	5	5	5	2	1	4	3	5	5	5	4	4	5	3	2	1	3	4	2	4	4	4	5	5	5	2	2	1	2	3	4	5	2	4	3	1	3	2	5	2	1	4	4	5	4	5	4	4	2	4	2	4	4	3	2	3	4	4	4	4	4	2	4	3	4	2	1	5	3	15	2	85	GB	2	1707
5	4	4	4	4	4	4	2	2	4	4	5	2	4	4	4	2	4	4	2	4	1	2	2	4	2	4	2	2	3	2	3	4	5	5	4	5	4	4	2	1	4	2	2	2	3	1	4	1	3	4	2	4	5	5	1	4	4	2	1	4	2	2	5	2	2	4	4	2	2	2	2	3	4	2	3	4	3	4	4	4	2	2	4	3	2	4	2	1	4	4	4	4	0	3	2	2	4	1	2	4	2	2	1	2	2	3	2	5	4	4	5	5	3	3	4	5	4	4	5	2	2	4	1	3	4	2	2	1	4	4	4	4	3	4	4	4	4	4	4	4	5	2	5	3	4	4	4	4	3	4	4	4	4	4	3	4	3	2	3	2	2	2	46	2	80	GB	2	689
2	3	0	4	2	2	4	4	3	2	3	5	4	5	4	4	4	5	2	1	4	1	1	3	2	3	2	3	4	2	4	3	3	4	4	5	5	4	4	3	2	2	1	2	3	4	4	3	4	2	3	3	2	3	2	1	2	4	4	4	4	4	3	3	2	5	2	3	3	4	2	2	2	3	4	3	1	2	5	4	5	2	2	2	4	4	4	4	1	4	2	3	3	5	3	2	3	3	4	4	3	4	3	3	4	2	3	3	2	3	2	3	4	4	4	4	5	5	4	4	1	2	4	5	5	4	4	4	3	1	1	1	2	3	4	4	3	4	4	5	3	3	2	5	2	4	5	5	2	0	2	2	2	5	4	4	3	5	4	3	1	4	2	41	1	75	US	1	553
3	5	3	4	4	3	3	4	2	2	5	4	4	5	5	4	5	4	1	1	1	1	1	3	4	4	3	3	2	3	3	4	4	4	5	5	4	4	4	2	1	2	1	1	1	1	2	4	3	3	5	0	4	3	1	1	4	1	3	3	4	3	4	3	4	5	2	4	3	3	4	3	3	5	2	4	5	3	5	5	5	5	3	3	3	2	4	2	1	2	3	4	3	3	5	5	5	4	4	3	3	1	1	4	3	5	4	4	4	3	2	3	2	5	2	4	4	4	3	2	5	2	4	5	5	5	4	4	1	1	4	4	2	4	3	5	5	3	5	5	4	3	4	5	1	4	4	4	4	4	5	5	4	4	3	2	4	3	3	3	1	4	2	48	2	100	US	1	35259
5	5	4	4	5	4	4	3	1	4	3	2	4	4	4	4	2	2	4	4	1	4	4	4	4	3	2	2	4	4	1	2	2	4	4	2	4	2	3	3	1	2	1	4	2	5	1	5	4	4	5	2	4	4	4	3	4	4	3	4	4	3	4	2	4	4	3	4	4	3	2	3	2	4	5	4	4	5	4	1	2	1	5	2	3	4	3	2	2	3	2	4	4	4	5	5	5	4	3	4	2	5	5	4	1	2	4	3	5	5	4	5	4	4	4	5	4	4	4	3	2	2	4	5	5	4	2	3	2	4	2	4	3	4	4	5	4	4	5	4	4	4	2	4	2	4	4	3	2	4	4	3	2	4	4	4	2	3	2	4	2	4	3	18	1	95	PH	2	3428
4	5	5	5	4	5	5	2	1	1	5	2	5	5	5	4	5	5	2	4	4	1	1	4	4	4	4	1	2	2	1	3	1	5	5	4	5	4	5	2	1	3	2	2	5	4	5	5	2	4	1	1	1	5	5	5	5	5	1	5	5	1	5	5	3	5	4	5	1	2	1	2	2	5	3	5	2	5	5	1	1	2	1	2	2	3	2	4	1	4	4	5	5	4	1	3	5	3	1	5	2	5	1	4	2	2	4	1	1	3	5	4	1	3	2	4	4	4	3	2	3	2	5	5	5	4	2	5	1	5	1	1	5	1	1	1	4	5	5	4	5	5	3	5	5	5	5	5	5	5	1	1	1	2	3	2	1	1	1	4	4	3	5	21	2	99	PH	6	1261
1	1	1	1	1	1	1	5	5	4	4	4	4	5	5	5	5	2	1	5	3	1	1	1	1	1	1	1	3	5	5	5	5	2	5	5	2	1	3	5	1	5	5	1	1	4	1	3	2	2	1	3	2	2	1	1	1	2	5	5	5	5	3	1	1	1	1	1	5	5	5	5	5	4	1	5	3	1	1	5	3	2	2	5	4	5	4	4	5	2	2	2	2	5	5	5	5	4	5	4	3	1	1	5	5	5	5	5	1	1	1	1	1	5	5	5	5	5	4	5	1	1	2	4	4	3	2	4	2	2	2	1	2	5	5	5	5	5	3	5	1	1	3	4	1	3	2	1	4	3	5	2	5	5	4	5	5	4	5	3	1	2	2	26	1	75	GB	1	593
4	5	4	2	4	5	5	4	4	2	2	2	5	5	4	2	5	5	2	1	4	1	1	4	5	4	4	5	2	2	1	2	2	5	4	4	4	3	5	2	1	2	1	4	5	5	5	4	4	1	1	1	2	4	5	4	5	5	2	4	2	3	4	5	5	4	5	4	1	2	2	4	2	5	5	5	1	1	5	1	1	1	1	1	2	2	1	3	2	3	4	5	5	3	2	4	4	4	3	4	2	4	4	2	1	1	4	4	3	4	2	4	4	2	1	1	4	4	1	1	4	2	5	5	5	5	4	5	1	1	1	2	2	2	2	5	2	2	5	5	5	5	2	2	5	5	4	4	2	2	2	1	1	2	1	1	2	2	1	1	5	4	4	49	1	100	IN	6	1431
2	2	4	2	2	2	4	4	4	2	4	4	4	4	4	2	4	4	4	2	1	2	4	2	4	4	2	4	2	4	2	2	2	2	2	4	2	3	2	5	4	2	4	2	2	2	1	2	1	4	4	4	4	4	4	4	4	4	2	2	5	2	2	2	2	2	4	4	5	3	3	4	5	5	4	5	2	3	4	4	4	4	2	2	4	4	2	2	2	4	4	4	4	4	2	1	2	1	3	2	4	4	4	4	5	5	2	5	4	2	2	2	2	2	2	4	4	2	4	4	4	4	4	2	4	4	4	2	4	2	2	2	4	4	4	4	4	4	4	5	2	2	2	4	0	4	4	4	4	2	2	2	4	2	2	4	2	4	2	3	4	4	4	48	1	80	IN	1	1060
4	3	4	4	3	3	4	3	2	2	2	2	4	4	4	3	3	4	5	2	4	3	2	3	4	4	4	4	3	2	3	2	2	4	3	2	4	4	4	5	2	4	2	2	2	2	2	3	3	2	3	4	3	4	3	3	4	2	3	3	3	3	3	4	2	2	4	3	2	2	4	4	5	5	3	5	2	4	4	2	2	2	2	2	4	2	4	5	3	2	4	4	4	4	4	3	4	4	3	3	2	2	2	4	3	2	3	4	2	2	2	2	3	2	5	2	4	4	5	2	3	4	2	4	4	5	3	4	3	2	3	3	2	3	4	4	4	0	4	5	5	3	2	4	4	3	2	4	4	3	2	2	2	2	2	2	2	2	2	2	4	4	4	19	2	100	PH	6	1824
1	3	4	4	2	2	2	2	2	2	4	4	5	5	4	5	5	5	2	3	2	2	2	2	5	3	2	2	2	4	2	3	1	3	3	4	4	3	3	3	1	4	1	1	1	3	1	1	3	2	5	4	2	2	4	1	4	2	3	4	4	4	4	1	1	1	1	2	5	5	2	4	5	5	3	5	2	1	3	3	1	1	4	3	5	4	4	4	2	2	2	2	2	4	5	5	5	4	3	4	2	2	1	4	5	4	4	5	1	2	5	2	2	4	3	2	4	5	2	3	5	2	4	3	5	5	3	2	1	1	1	1	2	5	3	5	5	5	5	5	2	2	1	4	2	4	4	3	2	4	4	3	3	3	2	4	4	2	4	3	2	2	4	15	2	90	DK	1	674
1	4	2	2	2	4	4	3	4	2	2	3	5	4	1	3	5	5	4	4	3	4	2	4	4	4	4	2	2	2	2	1	2	4	4	4	4	4	4	2	2	4	2	1	3	4	2	4	1	4	4	2	2	4	4	2	4	4	2	2	5	2	2	3	2	2	2	1	4	3	5	5	4	2	2	1	2	1	2	4	4	3	2	2	2	4	2	2	2	2	4	3	3	4	4	3	4	3	2	1	3	2	2	4	4	5	2	4	2	2	2	2	4	4	2	4	2	4	4	2	2	4	4	4	4	4	2	4	3	2	2	2	4	2	4	4	2	5	2	5	4	4	2	5	4	5	5	5	2	2	1	1	2	4	4	4	2	4	3	4	2	4	4	17	1	95	GB	1	10702
2	3	2	3	4	2	5	2	4	2	3	1	4	3	4	4	2	1	5	2	5	3	5	4	4	2	3	4	4	3	4	3	5	3	3	4	5	5	2	3	2	3	2	4	1	3	1	2	3	4	2	4	3	2	3	1	5	1	1	2	3	1	4	3	3	4	3	3	3	4	2	2	5	4	4	3	4	4	1	3	1	3	2	1	5	3	4	1	4	1	4	1	4	5	3	3	4	2	1	2	2	5	4	5	2	2	3	5	2	2	4	3	3	1	4	4	5	3	2	1	4	5	4	3	3	2	3	3	4	4	4	5	5	3	2	4	4	2	3	2	4	2	5	4	2	5	4	4	5	2	1	1	1	2	2	4	4	2	2	3	1	5	3	40	1	100	IN	1	308
5	5	5	5	5	5	5	1	1	1	4	3	3	5	4	4	4	4	3	1	1	1	1	5	5	4	5	4	1	1	1	1	2	4	4	4	3	4	3	3	2	3	2	5	5	5	4	4	2	2	2	1	2	3	5	1	4	2	1	1	4	1	2	5	5	5	5	5	1	1	2	1	2	5	5	5	1	5	3	1	4	1	1	1	2	2	1	2	1	3	5	5	5	4	1	3	2	2	1	2	4	4	4	1	1	1	1	1	5	5	4	5	5	2	2	2	3	4	4	2	2	4	4	4	3	5	4	5	2	2	4	2	2	1	2	2	2	4	2	4	5	4	4	3	5	3	4	4	3	3	5	4	4	2	1	2	2	2	3	3	5	5	4	27	2	88	IE	2	507
4	3	3	4	4	3	4	2	1	2	3	3	4	4	3	3	4	4	5	2	5	1	1	2	4	3	4	2	3	4	4	2	4	1	1	3	2	4	3	5	2	4	4	1	1	4	1	4	1	3	5	3	3	3	4	2	4	3	2	2	3	2	3	4	1	1	2	2	5	4	2	4	5	5	5	5	2	4	4	2	2	1	2	3	2	4	2	4	1	4	4	4	4	4	4	5	4	2	4	3	4	3	4	2	2	2	4	4	4	4	0	4	4	4	4	4	4	4	3	4	1	2	2	2	2	4	3	2	2	2	0	4	2	2	3	4	3	4	4	4	4	3	5	4	2	4	2	3	4	4	4	4	5	2	2	3	3	3	1	2	2	4	3	23	2	70	NO	1	724
3	4	4	2	2	4	3	4	3	3	2	3	4	4	3	4	3	3	4	3	4	2	2	2	4	3	3	4	4	3	4	2	2	2	3	4	4	4	3	3	3	3	3	4	4	4	3	2	3	4	2	2	2	4	4	2	4	4	2	2	2	2	3	4	3	2	4	4	2	3	3	4	3	3	3	3	3	3	4	2	4	2	4	2	4	2	2	4	2	3	4	4	4	3	2	3	3	3	2	2	2	3	3	4	2	3	4	3	3	3	3	3	4	2	3	4	4	3	3	3	2	3	4	4	4	4	3	3	2	4	2	3	3	2	4	3	3	4	4	4	4	4	2	0	3	4	4	4	3	3	2	2	2	2	2	3	3	3	2	2	2	4	4	20	2	99	PH	6	801
4	4	4	2	4	4	4	3	3	1	2	4	4	5	3	4	3	3	2	2	2	2	2	3	0	2	4	3	3	2	1	2	3	4	4	4	3	3	2	2	2	3	4	3	4	4	4	4	2	2	2	2	2	2	4	5	4	4	2	3	2	2	4	4	3	4	3	4	3	2	2	2	2	3	4	3	2	3	5	2	3	2	4	1	4	3	2	3	2	4	4	4	2	3	3	3	4	2	2	4	2	4	2	3	2	2	4	3	3	4	3	4	4	2	2	3	4	2	4	2	2	2	4	4	4	4	4	3	3	4	2	2	3	2	4	2	2	2	3	3	4	4	2	4	4	4	4	3	2	2	2	2	2	2	2	3	3	4	4	3	3	4	4	25	1	80	PK	6	1349
